bare_form,accented_form,last_letter,gender,translations,is_animate,is_indeclinable,is_sg_only,is_pl_only,partner,usage,nom_sg,nom_sg_tags,nom_pl,nom_pl_tags,gen_sg,gen_sg_tags,gen_pl,gen_pl_tags,dat_sg,dat_sg_tags,dat_pl,dat_pl_tags,acc_sg,acc_sg_tags,acc_pl,acc_pl_tags,inst_sg,inst_sg_tags,inst_pl,inst_pl_tags,prep_sg,prep_sg_tags,prep_pl,prep_pl_tags,irreg_decl,accent_chg,multi_vars
страница,страни'ца,а,f,page,False,False,False,False,,,страни'ца,,страни'цы,,страни'цы,,страни'ц,,страни'це,,страни'цам,,страни'цу,,страни'цы,,страни'цей/страни'цею,"#__m, ",страни'цами,,страни'це,,страни'цах,,,,inst_sg
стратегия,страте'гия,я,f,"strategy, strategics",False,False,False,False,,,страте'гия,,страте'гии,,страте'гии,,страте'гий,,страте'гии,,страте'гиям,,страте'гию,,страте'гии,,страте'гией/страте'гиею,"#__m, ",страте'гиями,,страте'гии,,страте'гиях,,,,inst_sg
стрела,стрела',а,f,arrow,False,False,False,False,,,стрела',,стре'лы,"#_a_, accent_chg:0",стрелы',,стре'л,"#_a_, accent_chg:0",стреле',,стре'лам,"#_a_, accent_chg:0",стрелу',,стре'лы,"#_a_, accent_chg:0",стрело'й/стрело'ю,"#__m, ",стре'лами,"#_a_, accent_chg:0",стреле',,стре'лах,"#_a_, accent_chg:0",,"nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",inst_sg
строитель,строи'тель,ь,m,"builder, construction worker",True,False,False,False,,,строи'тель,,строи'тели,,строи'теля,,строи'телей,,строи'телю,,строи'телям,,строи'теля,,строи'телей,,строи'телем,,строи'телями,,строи'теле,,строи'телях,,,,
студент,студе'нт,т,m,student,True,False,False,False,студентка,Ученик is for high school students.  If you are talking about some who attends university then use студент,студе'нт,,студе'нты,,студе'нта,,студе'нтов,,студе'нту,,студе'нтам,,студе'нта,,студе'нтов,,студе'нтом,,студе'нтами,,студе'нте,,студе'нтах,,,,
стул,сту'л,л,m,chair; stool,False,False,False,False,,,сту'л,,сту'лья,"#i__, irreg_decl:0",сту'ла,,сту'льев,"#i__, irreg_decl:0",сту'лу,,сту'льям,"#i__, irreg_decl:0",сту'л,,сту'лья,"#i__, irreg_decl:0",сту'лом,,сту'льями,"#i__, irreg_decl:0",сту'ле,,сту'льях,"#i__, irreg_decl:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",,
суббота,суббо'та,а,f,Saturday,False,False,False,False,,,суббо'та,,суббо'ты,,суббо'ты,,суббо'т,,суббо'те,,суббо'там,,суббо'ту,,суббо'ты,,суббо'той/суббо'тою,"#__m, ",суббо'тами,,суббо'те,,суббо'тах,,,,inst_sg
суд,су'д,д,m,"law-court, court, justice, judgment, trial, the judges, the bench; hearing, legal hearing",False,False,False,False,,"На нет и суда нет!\nThere is no judgement for ""no"". \nRussian saying for when you have to reconcile over the absence of something or when there is nothing to be done. Something like a ""no is a no""",су'д,,суды',"#_a_, accent_chg:0",суда',"#_a_, accent_chg:0",судо'в,"#_a_, accent_chg:0",суду',"#_a_, accent_chg:0",суда'м,"#_a_, accent_chg:0",су'д,,суды',"#_a_, accent_chg:0",судо'м,"#_a_, accent_chg:0",суда'ми,"#_a_, accent_chg:0",суде',"#_a_, accent_chg:0",суда'х,"#_a_, accent_chg:0",,"nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
судно,су'дно,о,n,"large ship, vessel, tanker, cargo boat; bedpan, bed pan",False,False,False,False,,,су'дно,,суда',"#ia_, irreg_decl:0, accent_chg:0",су'дна,,судо'в,"#ia_, irreg_decl:0, accent_chg:0",су'дну,,суда'м,"#ia_, irreg_decl:0, accent_chg:0",су'дно,,суда',"#ia_, irreg_decl:0, accent_chg:0",су'дном,,суда'ми,"#ia_, irreg_decl:0, accent_chg:0",су'дне,,суда'х,"#ia_, irreg_decl:0, accent_chg:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",
судья,судья',я,both,judge,True,False,False,False,,,судья',,су'дьи,"#ia_, irreg_decl:0, accent_chg:0",судьи',"#ia_, irreg_decl:0, accent_chg:0",суде'й,"#ia_, irreg_decl:0, accent_chg:0",судье',"#ia_, irreg_decl:0, accent_chg:0",су'дьям,"#ia_, irreg_decl:0, accent_chg:0",судью',"#i__, irreg_decl:0",суде'й,"#ia_, irreg_decl:0, accent_chg:0",судьё'й/судьё'ю,"#iam, irreg_decl:0:1, accent_chg:0:1",су'дьями,"#ia_, irreg_decl:0, accent_chg:0",судье',"#ia_, irreg_decl:0, accent_chg:0",су'дьях,"#ia_, irreg_decl:0, accent_chg:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0:1,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0:1,inst_pl:0,prep_sg:0,prep_pl:0",inst_sg
сумка,су'мка,а,f,"bag, pouch",False,False,False,False,,,су'мка,,су'мки,,су'мки,,су'мок,"#i__, irreg_decl:0",су'мке,,су'мкам,,су'мку,,су'мки,,су'мкой/су'мкою,"#__m, ",су'мками,,су'мке,,су'мках,,gen_pl:0,,inst_sg
суп,су'п,п,m,soup,False,False,False,False,,,су'п,,супы',"#_a_, accent_chg:0",су'па/су'пу,"#i_m, irreg_decl:1",супо'в,"#_a_, accent_chg:0",су'пу,,супа'м,"#_a_, accent_chg:0",су'п,,супы',"#_a_, accent_chg:0",су'пом,,супа'ми,"#_a_, accent_chg:0",су'пе,,супа'х,"#_a_, accent_chg:0",gen_sg:1,"nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",gen_sg
супермаркет,суперма'ркет,т,m,supermarket,False,False,False,False,,,суперма'ркет,,суперма'ркеты,,суперма'ркета,,суперма'ркетов,,суперма'ркету,,суперма'ркетам,,суперма'ркет,,суперма'ркеты,,суперма'ркетом,,суперма'ркетами,,суперма'ркете,,суперма'ркетах,,,,
суша,су'ша,а,f,solid land as opposed to water,False,False,False,False,,,су'ша,,су'ши,,су'ши,,су'ш,,су'ше,,су'шам,,су'шу,,су'ши,,су'шей/су'шею,"#__m, ",су'шами,,су'ше,,су'шах,,,,inst_sg
суши,су'ши,и,n,Sushi,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
сушь,су'шь,ь,f,dry weather; about something uninteresting; dry branches; dry place on the ground,False,False,False,False,,,су'шь,,су'ши,,су'ши,,су'шей,,су'ши,,су'шам,,су'шь,,су'ши,,су'шью,,су'шами,,су'ши,,су'шах,,,,
существование,существова'ние,е,n,existence,False,False,False,False,,,существова'ние,,существова'ния,,существова'ния,,существова'ний,,существова'нию,,существова'ниям,,существова'ние,,существова'ния,,существова'нием,,существова'ниями,,существова'нии,,существова'ниях,,,,
сфера,сфе'ра,а,f,"sphere (field, sector)",False,False,False,False,,,сфе'ра,,сфе'ры,,сфе'ры,,сфе'р,,сфе'ре,,сфе'рам,,сфе'ру,,сфе'ры,,сфе'рой/сфе'рою,"#__m, ",сфе'рами,,сфе'ре,,сфе'рах,,,,inst_sg
сцена,сце'на,а,f,stage; scene,False,False,False,False,,,сце'на,,сце'ны,,сце'ны,,сце'н,,сце'не,,сце'нам,,сце'ну,,сце'ны,,сце'ной/сце'ною,"#__m, ",сце'нами,,сце'не,,сце'нах,,,,inst_sg
сын,сы'н,н,m,son; child; (poetic plural) sons,True,False,False,False,,,сы'н,,сыновья'/сыны',"#iam, irreg_decl:0, accent_chg:0:1",сы'на,,сынове'й/сыно'в,"#iam, irreg_decl:0, accent_chg:0:1",сы'ну,,сыновья'м/сына'м,"#iam, irreg_decl:0, accent_chg:0:1",сы'на,,сынове'й/сыно'в,"#iam, irreg_decl:0, accent_chg:0:1",сы'ном,,сыновья'ми/сына'ми,"#iam, irreg_decl:0, accent_chg:0:1",сы'не,,сыновья'х/сына'х,"#iam, irreg_decl:0, accent_chg:0:1","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0","nom_pl:0:1,gen_pl:0:1,dat_pl:0:1,acc_pl:0:1,inst_pl:0:1,prep_pl:0:1","nom_pl,gen_pl,dat_pl,acc_pl,inst_pl,prep_pl"
сыр,сы'р,р,m,cheese,False,False,True,False,,"The genetive is sometimes used to indicate ""some"". This is called ""partitive"" genetive. Most nouns use genetive for partitive, but this noun has a special ""partitive"" genetive ending -у, as well as сахар - сахару, чай - чаю. E. g. Питер купит сыру. ""Peter will buy some cheese."" Πитер кyпит килограмм сыру ‘Peter will buy a kilogram of cheese’. However, the ordinary genitive may also be used in such sentences as the latter: Πитер кyпит килограмм сыра.",сы'р,,,,сы'ра,,,,сы'ру,,,,сы'р,,,,сы'ром,,,,сы'ре,,,,,,
сюжет,сюже'т,т,m,plot,False,False,False,False,,,сюже'т,,сюже'ты,,сюже'та,,сюже'тов,,сюже'ту,,сюже'там,,сюже'т,,сюже'ты,,сюже'том,,сюже'тами,,сюже'те,,сюже'тах,,,,
такси,такси',и,n,taxi,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
танк,та'нк,к,m,"tank, container",False,False,False,False,,,та'нк,,та'нки,,та'нка,,та'нков,,та'нку,,та'нкам,,та'нк,,та'нки,,та'нком,,та'нками,,та'нке,,та'нках,,,,
тарелка,таре'лка,а,f,plate,False,False,False,False,,,таре'лка,,таре'лки,,таре'лки,,таре'лок,"#i__, irreg_decl:0",таре'лке,,таре'лкам,,таре'лку,,таре'лки,,таре'лкой/таре'лкою,"#__m, ",таре'лками,,таре'лке,,таре'лках,,gen_pl:0,,inst_sg
театр,теа'тр,р,m,"theatre, play-house, dramatic works, plays",False,False,False,False,,,теа'тр,,теа'тры,,теа'тра,,теа'тров,,теа'тру,,теа'трам,,теа'тр,,теа'тры,,теа'тром,,теа'трами,,теа'тре,,теа'трах,,,,
текст,те'кст,т,m,"text, words",False,False,False,False,,,те'кст,,те'ксты,,те'кста,,те'кстов,,те'ксту,,те'кстам,,те'кст,,те'ксты,,те'кстом,,те'кстами,,те'ксте,,те'кстах,,,,
телевизор,телеви'зор,р,m,"television set, TV set",False,False,False,False,,,телеви'зор,,телеви'зоры,,телеви'зора,,телеви'зоров,,телеви'зору,,телеви'зорам,,телеви'зор,,телеви'зоры,,телеви'зором,,телеви'зорами,,телеви'зоре,,телеви'зорах,,,,
телефон,телефо'н,н,m,"telephone, phone",False,False,False,False,,,телефо'н,,телефо'ны,,телефо'на,,телефо'нов,,телефо'ну,,телефо'нам,,телефо'н,,телефо'ны,,телефо'ном,,телефо'нами,,телефо'не,,телефо'нах,,,,
тело,те'ло,о,n,body,False,False,False,False,,,те'ло,,тела',"#_a_, accent_chg:0",те'ла,,те'л,,те'лу,,тела'м,"#_a_, accent_chg:0",те'ло,,тела',"#_a_, accent_chg:0",те'лом,,тела'ми,"#_a_, accent_chg:0",те'ле,,тела'х,"#_a_, accent_chg:0",,"nom_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",
тема,те'ма,а,f,theme/topic/subject,False,False,False,False,,,те'ма,,те'мы,,те'мы,,те'м,,те'ме,,те'мам,,те'му,,те'мы,,те'мой/те'мою,"#__m, ",те'мами,,те'ме,,те'мах,,,,inst_sg
температура,температу'ра,а,f,"temperature, high temperature",False,False,False,False,,,температу'ра,,температу'ры,,температу'ры,,температу'р,,температу'ре,,температу'рам,,температу'ру,,температу'ры,,температу'рой/температу'рою,"#__m, ",температу'рами,,температу'ре,,температу'рах,,,,inst_sg
теннис,те'ннис,с,m,tennis,False,False,True,False,,,те'ннис,,,,те'нниса,,,,те'ннису,,,,те'ннис,,,,те'ннисом,,,,те'ннисе,,,,,,
тень,те'нь,ь,f,"shade; shadow, silhouette (ghost, phantom); hint (vestige)",False,False,False,False,,,те'нь,,те'ни,,те'ни,,тене'й,"#_a_, accent_chg:0",те'ни,,теня'м,"#_a_, accent_chg:0",те'нь,,те'ни,,те'нью,,теня'ми,"#_a_, accent_chg:0",тени',"#_a_, accent_chg:0",теня'х,"#_a_, accent_chg:0",,"gen_pl:0,dat_pl:0,inst_pl:0,prep_sg:0,prep_pl:0",
теория,тео'рия,я,f,theory,False,False,False,False,,,тео'рия,,тео'рии,,тео'рии,,тео'рий,,тео'рии,,тео'риям,,тео'рию,,тео'рии,,тео'рией/тео'риею,"#__m, ",тео'риями,,тео'рии,,тео'риях,,,,inst_sg
теплица,тепли'ца,а,f,hothouse greenhouse conservatory,False,False,False,False,,,тепли'ца,,тепли'цы,,тепли'цы,,тепли'ц,,тепли'це,,тепли'цам,,тепли'цу,,тепли'цы,,тепли'цей/тепли'цею,"#__m, ",тепли'цами,,тепли'це,,тепли'цах,,,,inst_sg
тепло,тепло',о,n,"warmth, heat",False,False,True,False,,,тепло',,,,тепла',,,,теплу',,,,тепло',,,,тепло'м,,,,тепле',,,,,,
тетрадь,тетра'дь,ь,f,"notebook, writing-book, exercise-book, copy-book, part",False,False,False,False,,,тетра'дь,,тетра'ди,,тетра'ди,,тетра'дей,,тетра'ди,,тетра'дям,,тетра'дь,,тетра'ди,,тетра'дью,,тетра'дями,,тетра'ди,,тетра'дях,,,,
техник,те'хник,к,m,"technician, technically qualified person",True,False,False,False,,,те'хник,,те'хники,,те'хника,,те'хников,,те'хнику,,те'хникам,,те'хника,,те'хников,,те'хником,,те'хниками,,те'хнике,,те'хниках,,,,
техника,те'хника,а,f,technique; technology,False,False,False,False,,,те'хника,,те'хники,,те'хники,,те'хник,,те'хнике,,те'хникам,,те'хнику,,те'хники,,те'хникой/те'хникою,"#__m, ",те'хниками,,те'хнике,,те'хниках,,,,inst_sg
технология,техноло'гия,я,f,technology,False,False,False,False,,,техноло'гия,,техноло'гии,,техноло'гии,,техноло'гий,,техноло'гии,,техноло'гиям,,техноло'гию,,техноло'гии,,техноло'гией/техноло'гиею,"#__m, ",техноло'гиями,,техноло'гии,,техноло'гиях,,,,inst_sg
тим,ти'м,м,m,Tim,True,False,False,False,,,Ти'м,"#i__, irreg_decl:0",Ти'мы,"#i__, irreg_decl:0",Ти'ма,"#i__, irreg_decl:0",Ти'мов,"#i__, irreg_decl:0",Ти'му,"#i__, irreg_decl:0",Ти'мам,"#i__, irreg_decl:0",Ти'ма,"#i__, irreg_decl:0",Ти'мов,"#i__, irreg_decl:0",Ти'мом,"#i__, irreg_decl:0",Ти'мами,"#i__, irreg_decl:0",Ти'ме,"#i__, irreg_decl:0",Ти'мах,"#i__, irreg_decl:0","nom_sg:0,nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",,
той,то'й,й,,that,False,False,False,False,,"Той ночью ему пришлось спать, обнимая плюшевого мишку, который с ним с самого детства. That night he had to sleep, hugging a teddy bear, which was with him, since childhood.\n\nhttps://en.wiktionary.org/wiki/Russian and enter the word той. This is a pronoun which originates from тот.",,,,,,,,,,,,,,,,,,,,,,,,,,,
том,то'м,м,m,"volume (of a book, magazine or disk)",False,False,False,False,,,то'м,,тома',"#ia_, irreg_decl:0, accent_chg:0",то'ма,,томо'в,"#_a_, accent_chg:0",то'му,,тома'м,"#_a_, accent_chg:0",то'м,,тома',"#ia_, irreg_decl:0, accent_chg:0",то'мом,,тома'ми,"#_a_, accent_chg:0",то'ме,,тома'х,"#_a_, accent_chg:0","nom_pl:0,acc_pl:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",
тонна,то'нна,а,f,ton,False,False,False,False,,,то'нна,,то'нны,,то'нны,,то'нн,,то'нне,,то'ннам,,то'нну,,то'нны,,то'нной/то'нною,"#__m, ",то'ннами,,то'нне,,то'ннах,,,,inst_sg
торт,то'рт,т,m,cake,False,False,False,False,,,то'рт,,то'рты,,то'рта,,то'ртов,,то'рту,,то'ртам,,то'рт,,то'рты,,то'ртом,,то'ртами,,то'рте,,то'ртах,,,,
