bare_form,accented_form,suffix,translations,is_incomparable,usage,nom_m,nom_m_tags,nom_f,nom_f_tags,nom_n,nom_n_tags,nom_pl,nom_pl_tags,gen_m,gen_m_tags,gen_f,gen_f_tags,gen_n,gen_n_tags,gen_pl,gen_pl_tags,dat_m,dat_m_tags,dat_f,dat_f_tags,dat_n,dat_n_tags,dat_pl,dat_pl_tags,acc_m,acc_m_tags,acc_f,acc_f_tags,acc_n,acc_n_tags,acc_pl,acc_pl_tags,inst_m,inst_m_tags,inst_f,inst_f_tags,inst_n,inst_n_tags,inst_pl,inst_pl_tags,prep_m,prep_m_tags,prep_f,prep_f_tags,prep_n,prep_n_tags,prep_pl,prep_pl_tags,short_m,short_m_tags,short_f,short_f_tags,short_n,short_n_tags,short_pl,short_pl_tags,comparative,comparative_tags,superlative,superlative_tags,irreg_decl,accent_chg,multi_vars
один,оди'н,дин,,False,,оди'н,"#i__, irreg_decl:0",одна',"#ia_, irreg_decl:0, accent_chg:0",одно',"#ia_, irreg_decl:0, accent_chg:0",одни',"#ia_, irreg_decl:0, accent_chg:0",одного',"#ia_, irreg_decl:0, accent_chg:0",одно'й,"#ia_, irreg_decl:0, accent_chg:0",одного',"#ia_, irreg_decl:0, accent_chg:0",одни'х,"#ia_, irreg_decl:0, accent_chg:0",одному',"#ia_, irreg_decl:0, accent_chg:0",одно'й,"#ia_, irreg_decl:0, accent_chg:0",одному',"#ia_, irreg_decl:0, accent_chg:0",одни'м,"#ia_, irreg_decl:0, accent_chg:0",оди'н,"#i__, irreg_decl:0",одну',"#ia_, irreg_decl:0, accent_chg:0",одно',"#ia_, irreg_decl:0, accent_chg:0",одни',"#ia_, irreg_decl:0, accent_chg:0",одни'м,"#ia_, irreg_decl:0, accent_chg:0",одно'й,"#ia_, irreg_decl:0, accent_chg:0",одни'м,"#ia_, irreg_decl:0, accent_chg:0",одни'ми,"#ia_, irreg_decl:0, accent_chg:0",одно'м,"#ia_, irreg_decl:0, accent_chg:0",одно'й,"#ia_, irreg_decl:0, accent_chg:0",одно'м,"#ia_, irreg_decl:0, accent_chg:0",одни'х,"#ia_, irreg_decl:0, accent_chg:0",,,,,,,,,,,,,"nom_m:0,nom_f:0,nom_n:0,nom_pl:0,gen_m:0,gen_f:0,gen_n:0,gen_pl:0,dat_m:0,dat_f:0,dat_n:0,dat_pl:0,acc_m:0,acc_f:0,acc_n:0,acc_pl:0,inst_m:0,inst_f:0,inst_n:0,inst_pl:0,prep_m:0,prep_f:0,prep_n:0,prep_pl:0","nom_f:0,nom_n:0,nom_pl:0,gen_m:0,gen_f:0,gen_n:0,gen_pl:0,dat_m:0,dat_f:0,dat_n:0,dat_pl:0,acc_f:0,acc_n:0,acc_pl:0,inst_m:0,inst_f:0,inst_n:0,inst_pl:0,prep_m:0,prep_f:0,prep_n:0,prep_pl:0",
одинаковый,одина'ковый,вый,same,False,,одина'ковый,,одина'ковая,,одина'ковое,,одина'ковые,,одина'кового,,одина'ковой,,одина'кового,,одина'ковых,,одина'ковому,,одина'ковой,,одина'ковому,,одина'ковым,,одина'ковый/одина'кового,"#__m, ",одина'ковую,,одина'ковое,,одина'ковые/одина'ковых,"#__m, ",одина'ковым,,одина'ковой/(одина'ковою),"#__m, ",одина'ковым,,одина'ковыми,,одина'ковом,,одина'ковой,,одина'ковом,,одина'ковых,,одина'ков,,одина'кова,,одина'ково,,одина'ковы,,,,,,,,"acc_m,acc_pl,inst_f"
одиннадцатый,оди'ннадцатый,тый,eleventh,,,оди'ннадцатый,,оди'ннадцатая,,оди'ннадцатое,,оди'ннадцатые,,оди'ннадцатого,,оди'ннадцатой,,оди'ннадцатого,,оди'ннадцатых,,оди'ннадцатому,,оди'ннадцатой,,оди'ннадцатому,,оди'ннадцатым,,оди'ннадцатый/оди'ннадцатого,"#__m, ",оди'ннадцатую,,оди'ннадцатое,,оди'ннадцатые/оди'ннадцатых,"#__m, ",оди'ннадцатым,,оди'ннадцатой/оди'ннадцатою,"#__m, ",оди'ннадцатым,,оди'ннадцатыми,,оди'ннадцатом,,оди'ннадцатой,,оди'ннадцатом,,оди'ннадцатых,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
описанный,опи'санный,ный,"described, circumscribed",False,,опи'санный,,опи'санная,,опи'санное,,опи'санные,,опи'санного,,опи'санной,,опи'санного,,опи'санных,,опи'санному,,опи'санной,,опи'санному,,опи'санным,,опи'санный,,опи'санную,,опи'санное,,опи'санные,,опи'санным,,опи'санной,,опи'санным,,опи'санными,,опи'санном,,опи'санной,,опи'санном,,опи'санных,,опи'сан,"#i__, irreg_decl:0",опи'сана,"#i__, irreg_decl:0",опи'сано,"#i__, irreg_decl:0",опи'саны,"#i__, irreg_decl:0",,,,,"short_m:0,short_f:0,short_n:0,short_pl:0",,
оранжевый,ора'нжевый,вый,orange,False,,ора'нжевый,,ора'нжевая,,ора'нжевое,,ора'нжевые,,ора'нжевого,,ора'нжевой,,ора'нжевого,,ора'нжевых,,ора'нжевому,,ора'нжевой,,ора'нжевому,,ора'нжевым,,ора'нжевый/ора'нжевого,"#__m, ",ора'нжевую,,ора'нжевое,,ора'нжевые/ора'нжевых,"#__m, ",ора'нжевым,,ора'нжевой/(ора'нжевою),"#__m, ",ора'нжевым,,ора'нжевыми,,ора'нжевом,,ора'нжевой,,ора'нжевом,,ора'нжевых,,ора'нжев,,ора'нжева,,ора'нжево,,ора'нжевы,,,,,,,,"acc_m,acc_pl,inst_f"
осенний,осе'нний,ний,autumn,False,,осе'нний,,осе'нняя,,осе'ннее,,осе'нние,,осе'ннего,,осе'нней,,осе'ннего,,осе'нних,,осе'ннему,,осе'нней,,осе'ннему,,осе'нним,,осе'нний/осе'ннего,"#__m, ",осе'ннюю,,осе'ннее,,осе'нние/осе'нних,"#__m, ",осе'нним,,осе'нней/(осе'ннею),"#__m, ",осе'нним,,осе'нними,,осе'ннем,,осе'нней,,осе'ннем,,осе'нних,,,,осе'ння,,осе'нне,,осе'нни,,,,,,,,"acc_m,acc_pl,inst_f"
основной,основно'й,ной,basic; fundamental; main,False,в основном: mainly,основно'й,,основна'я,,основно'е,,основны'е,,основно'го,,основно'й,,основно'го,,основны'х,,основно'му,,основно'й,,основно'му,,основны'м,,основно'й/основно'го,"#__m, ",основну'ю,,основно'е,,основны'е/основны'х,"#__m, ",основны'м,,основно'й/(основно'ю),"#__m, ",основны'м,,основны'ми,,основно'м,,основно'й,,основно'м,,основны'х,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
основный,осно'вный,ный,main,False,в основном: mainly,осно'вный,,осно'вная,,осно'вное,,осно'вные,,осно'вного,,осно'вной,,осно'вного,,осно'вных,,осно'вному,,осно'вной,,осно'вному,,осно'вным,,осно'вный/осно'вного,"#__m, ",осно'вную,,осно'вное,,осно'вные/осно'вных,"#__m, ",осно'вным,,осно'вной/осно'вною,"#__m, ",осно'вным,,осно'вными,,осно'вном,,осно'вной,,осно'вном,,осно'вных,,осно'вен,"#i__, irreg_decl:0",осно'вна,,осно'вно,,осно'вны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
особенный,осо'бенный,ный,particular; special,False,,осо'бенный,,осо'бенная,,осо'бенное,,осо'бенные,,осо'бенного,,осо'бенной,,осо'бенного,,осо'бенных,,осо'бенному,,осо'бенной,,осо'бенному,,осо'бенным,,осо'бенный/осо'бенного,"#__m, ",осо'бенную,,осо'бенное,,осо'бенные/осо'бенных,"#__m, ",осо'бенным,,осо'бенной/(осо'бенною),"#__m, ",осо'бенным,,осо'бенными,,осо'бенном,,осо'бенной,,осо'бенном,,осо'бенных,,осо'бенен,"#i__, irreg_decl:0",осо'бенна,,осо'бенно,,осо'бенны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
острый,о'стрый,рый,"sharp, acute; spicy",False,,о'стрый,,о'страя,,о'строе,,о'стрые,,о'строго,,о'строй,,о'строго,,о'стрых,,о'строму,,о'строй,,о'строму,,о'стрым,,о'стрый/о'строго,"#__m, ",о'струю,,о'строе,,о'стрые/о'стрых,"#__m, ",о'стрым,,о'строй/(о'строю),"#__m, ",о'стрым,,о'стрыми,,о'стром,,о'строй,,о'стром,,о'стрых,,о'стр,,остра',"#_a_, accent_chg:0",о'стро,,о'стры,,остре'е,,остре'йший,,,short_f:0,"acc_m,acc_pl,inst_f"
открытый,откры'тый,тый,open,False,,откры'тый,,откры'тая,,откры'тое,,откры'тые,,откры'того,,откры'той,,откры'того,,откры'тых,,откры'тому,,откры'той,,откры'тому,,откры'тым,,откры'тый/откры'того,"#__m, ",откры'тую,,откры'тое,,откры'тые/откры'тых,"#__m, ",откры'тым,,откры'той/(откры'тою),"#__m, ",откры'тым,,откры'тыми,,откры'том,,откры'той,,откры'том,,откры'тых,,откры'т,,откры'та,,откры'то,,откры'ты,,,,,,,,"acc_m,acc_pl,inst_f"
отличный,отли'чный,ный,"excellent, awesome, first-class, great; different",False,,отли'чный,,отли'чная,,отли'чное,,отли'чные,,отли'чного,,отли'чной,,отли'чного,,отли'чных,,отли'чному,,отли'чной,,отли'чному,,отли'чным,,отли'чный/отли'чного,"#__m, ",отли'чную,,отли'чное,,отли'чные/отли'чных,"#__m, ",отли'чным,,отли'чной/(отли'чною),"#__m, ",отли'чным,,отли'чными,,отли'чном,,отли'чной,,отли'чном,,отли'чных,,отли'чен,"#i__, irreg_decl:0",отли'чна,,отли'чно,,отли'чны,,отли'чнее,,отли'чнейший,,short_m:0,,"acc_m,acc_pl,inst_f"
отражённый,отражё'нный,ный,reflected,False,,отражё'нный,,отражё'нная,,отражё'нное,,отражё'нные,,отражё'нного,,отражё'нной,,отражё'нного,,отражё'нных,,отражё'нному,,отражё'нной,,отражё'нному,,отражё'нным,,отражё'нный/отражё'нного,"#__m, ",отражё'нную,,отражё'нное,,отражё'нные/отражё'нных,"#__m, ",отражё'нным,,отражё'нной/отражё'нною,"#__m, ",отражё'нным,,отражё'нными,,отражё'нном,,отражё'нной,,отражё'нном,,отражё'нных,,отражё'н,"#i__, irreg_decl:0",отражена',"#ia_, irreg_decl:0, accent_chg:0",отражено',"#ia_, irreg_decl:0, accent_chg:0",отражены',"#ia_, irreg_decl:0, accent_chg:0",,,,,"short_m:0,short_f:0,short_n:0,short_pl:0","short_f:0,short_n:0,short_pl:0","acc_m,acc_pl,inst_f"
официальный,официа'льный,ный,official,,,официа'льный,,официа'льная,,официа'льное,,официа'льные,,официа'льного,,официа'льной,,официа'льного,,официа'льных,,официа'льному,,официа'льной,,официа'льному,,официа'льным,,официа'льный/официа'льного,"#__m, ",официа'льную,,официа'льное,,официа'льные/официа'льных,"#__m, ",официа'льным,,официа'льной/(официа'льною),"#__m, ",официа'льным,,официа'льными,,официа'льном,,официа'льной,,официа'льном,,официа'льных,,официа'лен,"#i__, irreg_decl:0",официа'льна,,официа'льно,,официа'льны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
очаровательный,очарова'тельный,ный,charming,False,,очарова'тельный,,очарова'тельная,,очарова'тельное,,очарова'тельные,,очарова'тельного,,очарова'тельной,,очарова'тельного,,очарова'тельных,,очарова'тельному,,очарова'тельной,,очарова'тельному,,очарова'тельным,,очарова'тельный/очарова'тельного,"#__m, ",очарова'тельную,,очарова'тельное,,очарова'тельные/очарова'тельных,"#__m, ",очарова'тельным,,очарова'тельной/(очарова'тельною),"#__m, ",очарова'тельным,,очарова'тельными,,очарова'тельном,,очарова'тельной,,очарова'тельном,,очарова'тельных,,очарова'телен,"#i__, irreg_decl:0",очарова'тельна,,очарова'тельно,,очарова'тельны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
первый,пе'рвый,вый,"first, front, former, earliest",,,пе'рвый,,пе'рвая,,пе'рвое,,пе'рвые,,пе'рвого,,пе'рвой,,пе'рвого,,пе'рвых,,пе'рвому,,пе'рвой,,пе'рвому,,пе'рвым,,пе'рвый/пе'рвого,"#__m, ",пе'рвую,,пе'рвое,,пе'рвые/пе'рвых,"#__m, ",пе'рвым,,пе'рвой/пе'рвою,"#__m, ",пе'рвым,,пе'рвыми,,пе'рвом,,пе'рвой,,пе'рвом,,пе'рвых,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
