infinitive,accented_infinitive,stem,suffix,aspect,partners,conjugation_type,ru_verb_presfut_sg1,ru_verb_presfut_sg2,ru_verb_presfut_sg3,ru_verb_presfut_pl1,ru_verb_presfut_pl2,ru_verb_presfut_pl3,ru_verb_imperative_sg,ru_verb_imperative_pl,ru_verb_past_m,ru_verb_past_f,ru_verb_past_n,ru_verb_past_pl
учиться,учи'ться,уч,иться,imperfective,выучиться;научиться,и-conj,учу'сь,~у'чишься,~у'чится,~у'чимся,~у'читесь,~у'чатся,учи'сь,учи'тесь,учи'лся,учи'лась,учи'лось,учи'лись
научиться,научи'ться,науч,иться,perfective,учиться;научаться,и-conj,научу'сь,~нау'чишься,~нау'чится,~нау'чимся,~нау'читесь,~нау'чатся,научи'сь,научи'тесь,научи'лся,научи'лась,научи'лось,научи'лись
хватать,хвата'ть,хват,ать,imperfective,хватить;схватить,е-conj,хвата'ю,хвата'ешь,хвата'ет,хвата'ем,хвата'ете,хвата'ют,хвата'й,хвата'йте,хвата'л,хвата'ла,хвата'ло,хвата'ли
хватить,хвати'ть,хват,ить,perfective,хватать,и-conj,*хвачу',~хва'тишь,~хва'тит,~хва'тим,~хва'тите,~хва'тят,хвати',хвати'те,хвати'л,хвати'ла,хвати'ло,хвати'ли
читать,чита'ть,чит,ать,imperfective,прочитать;почитать;прочесть,е-conj,чита'ю,чита'ешь,чита'ет,чита'ем,чита'ете,чита'ют,чита'й,чита'йте,чита'л,чита'ла,чита'ло,чита'ли
прочитать,прочита'ть,прочит,ать,perfective,читать,е-conj,прочита'ю,прочита'ешь,прочита'ет,прочита'ем,прочита'ете,прочита'ют,прочита'й,прочита'йте,прочита'л,прочита'ла,прочита'ло,прочита'ли
арестовать,арестова'ть,арестов,ать,perfective,арестовывать,е-conj,аресту'ю,аресту'ешь,аресту'ет,аресту'ем,аресту'ете,аресту'ют,аресту'й,аресту'йте,арестова'л,арестова'ла,арестова'ло,арестова'ли
бегать,бе'гать,бег,ать,imperfective,побегать,е-conj,бе'гаю,бе'гаешь,бе'гает,бе'гаем,бе'гаете,бе'гают,бе'гай,бе'гайте,бе'гал,бе'гала,бе'гало,бе'гали
беречь,бере'чь,бере,чь,imperfective,"сберечь,уберечь",е-conj,*берегу',*бережёшь,*бережёт,*бережём,*бережёте,*берегу'т,*береги',*береги'те,*берёг,*берегла',*берегло',*берегли'
беспокоиться,беспоко'иться,беспоко,иться,imperfective,побеспокоиться;забеспокоиться;обеспокоиться,и-conj,беспоко'юсь,беспоко'ишься,беспоко'ится,беспоко'имся,беспоко'итесь,беспоко'ятся,беспоко'йся,беспоко'йтесь,беспоко'ился,беспоко'илась,беспоко'илось,беспоко'ились
благодарить,благодари'ть,благодар,ить,imperfective,"поблагодарить,отблагодарить",и-conj,благодарю',благодари'шь,благодари'т,благодари'м,благодари'те,благодаря'т,благодари',благодари'те,благодари'л,благодари'ла,благодари'ло,благодари'ли
бояться,боя'ться,бо,яться,imperfective,побояться;забояться,*и-conj,бою'сь,бои'шься,бои'тся,бои'мся,бои'тесь,боя'тся,*бо'йся,~бо'йтесь,боя'лся,боя'лась,боя'лось,боя'лись
болеть,боле'ть,бол,еть,imperfective,-,е-conj,боле'ю,боле'ешь,*боли'т,боле'ем,боле'ете,*боля'т,боле'й,боле'йте,боле'л,боле'ла,боле'ло,боле'ли
бриться,бри'ться,бр,иться,imperfective,побриться,*е-conj,*бре'юсь,*бре'ешься,*бре'ется,*бре'емся,*бре'етесь,*бре'ются,*бре'йся,*бре'йтесь,бри'лся,бри'лась,бри'лось,бри'лись
быть,бы'ть,б,ыть,imperfective,,unknown,*есть,*есть,*есть,*есть,*есть,*есть,*бу'дь,*бу'дьте,бы'л,~была',бы'ло,бы'ли
вести,вести',вес,ти,imperfective,повести,е-conj,*веду',*ведёшь,*ведёт,*ведём,*ведёте,*веду'т,*веди',*веди'те,*вёл,*вела',*вело',*вели'
верить,ве'рить,вер,ить,imperfective,поверить,и-conj,ве'рю,ве'ришь,ве'рит,ве'рим,ве'рите,ве'рят,ве'рь,ве'рьте,ве'рил,ве'рила,ве'рило,ве'рили
вернуться,верну'ться,верн,уться,perfective,возвращаться,е-conj,*верну'сь,*вернёшься,*вернётся,*вернёмся,*вернётесь,*верну'тся,*верни'сь,*верни'тесь,верну'лся,верну'лась,верну'лось,верну'лись
весить,ве'сить,вес,ить,imperfective,-,и-conj,*ве'шу,ве'сишь,ве'сит,ве'сим,ве'сите,ве'сят,ве'сь,ве'сьте,ве'сил,ве'сила,ве'сило,ве'сили
висеть,висе'ть,вис,еть,imperfective,повисеть,*и-conj,*вишу',виси'шь,виси'т,виси'м,виси'те,вися'т,виси',виси'те,висе'л,висе'ла,висе'ло,висе'ли
включить,включи'ть,включ,ить,perfective,включать,и-conj,включу',включи'шь,включи'т,включи'м,включи'те,включа'т,включи',включи'те,включи'л,включи'ла,включи'ло,включи'ли
возвращаться,возвраща'ться,возвращ,аться,imperfective,верну'ться,е-conj,возвраща'юсь,возвраща'ешься,возвраща'ется,возвраща'емся,возвраща'етесь,возвраща'ются,возвраща'йся,возвраща'йтесь,возвраща'лся,возвраща'лась,возвраща'лось,возвраща'лись
войти,войти',вой,ти,perfective,входить,е-conj,*войду',*войдёшь,*войдёт,*войдём,*войдёте,*войду'т,*войди',*войди'те,*вошёл,*вошла',*вошло',*вошли'
восстановить,восстанови'ть,восстанов,ить,perfective,восстанавливать,и-conj,восстановлю',~восстано'вишь,~восстано'вит,~восстано'вим,~восстано'вите,~восстано'вят,восстанови',восстанови'те,восстанови'л,восстанови'ла,восстанови'ло,восстанови'ли
вставить,вста'вить,встав,ить,perfective,вставлять,и-conj,вста'влю,вста'вишь,вста'вит,вста'вим,вста'вите,вста'вят,вста'вь,вста'вьте,вста'вил,вста'вила,вста'вило,вста'вили
встретить,встре'тить,встрет,ить,perfective,встречать,и-conj,*встре'чу,встре'тишь,встре'тит,встре'тим,встре'тите,встре'тят,встре'ть,встре'тьте,встре'тил,встре'тила,встре'тило,встре'тили
выбрать,вы'брать,выбр,ать,perfective,выбирать,е-conj,*вы'беру,*вы'берешь,*вы'берет,*вы'берем,*вы'берете,*вы'берут,*вы'бери,*вы'берите,вы'брал,вы'брала,вы'брало,вы'брали
выглядеть,вы'глядеть,выгляд,еть,perfective,выглядывать,*и-conj,*вы'гляжу,вы'глядишь,вы'глядит,вы'глядим,вы'глядите,вы'глядят,вы'гляди,вы'глядите,вы'глядел,вы'глядела,вы'глядело,вы'глядели
выиграть,вы'играть,выигр,ать,perfective,выигрывать,е-conj,вы'играю,вы'играешь,вы'играет,вы'играем,вы'играете,вы'играют,вы'играй,вы'играйте,вы'играл,вы'играла,вы'играло,вы'играли
выйти,вы'йти,вый,ти,perfective,выходить,е-conj,*вы'йду,*вы'йдешь,*вы'йдет,*вы'йдем,*вы'йдете,*вы'йдут,*вы'йди,*вы'йдите,*вы'шел,*вы'шла,*вы'шло,*вы'шли
выключить,вы'ключить,выключ,ить,perfective,выключать,и-conj,вы'ключу,вы'ключишь,вы'ключит,вы'ключим,вы'ключите,вы'ключат,вы'ключи,вы'ключите,вы'ключил,вы'ключила,вы'ключило,вы'ключили
выполнить,вы'полнить,выполн,ить,perfective,выполнять,и-conj,вы'полню,вы'полнишь,вы'полнит,вы'полним,вы'полните,вы'полнят,вы'полни,вы'полните,вы'полнил,вы'полнила,вы'полнило,вы'полнили
голосовать,голосова'ть,голосов,ать,imperfective,проголосовать,е-conj,голосу'ю,голосу'ешь,голосу'ет,голосу'ем,голосу'ете,голосу'ют,голосу'й,голосу'йте,голосова'л,голосова'ла,голосова'ло,голосова'ли
голубить,голу'бить,голуб,ить,imperfective,приголубить,и-conj,голу'блю,голу'бишь,голу'бит,голу'бим,голу'бите,голу'бят,голу'бь,голу'бьте,голу'бил,голу'била,голу'било,голу'били
гостить,гости'ть,гост,ить,imperfective,погостить,и-conj,*гощу',гости'шь,гости'т,гости'м,гости'те,гостя'т,гости',гости'те,гости'л,гости'ла,гости'ло,гости'ли
готовиться,гото'виться,готов,иться,imperfective,подготовиться;приготовиться,и-conj,гото'влюсь,гото'вишься,гото'вится,гото'вимся,гото'витесь,гото'вятся,гото'вься,гото'вьтесь,гото'вился,гото'вилась,гото'вилось,гото'вились
гулять,гуля'ть,гул,ять,imperfective,погулять;гульну'ть,е-conj,гуля'ю,гуля'ешь,гуля'ет,гуля'ем,гуля'ете,гуля'ют,гуля'й,гуля'йте,гуля'л,гуля'ла,гуля'ло,гуля'ли
двигаться,дви'гаться,двиг,аться,imperfective,двинуться,е-conj,*дви'жусь,*дви'жешься,*дви'жется,*дви'жемся,*дви'жетесь,*дви'жутся,*дви'жься,*дви'жьтесь,дви'гался,дви'галась,дви'галось,дви'гались
деть,де'ть,д,еть,perfective,девать,е-conj,*де'ну,*де'нешь,*де'нет,*де'нем,*де'нете,*де'нут,*де'нь,*де'ньте,де'л,де'ла,де'ло,де'ли
держать,держа'ть,держ,ать,imperfective,подержать;сдержать,*и-conj,держу',~де'ржишь,~де'ржит,~де'ржим,~де'ржите,~де'ржат,держи',держи'те,держа'л,держа'ла,держа'ло,держа'ли
длиться,дли'ться,дл,иться,imperfective,продлиться,и-conj,длю'сь,дли'шься,дли'тся,дли'мся,дли'тесь,для'тся,дли'сь,дли'тесь,дли'лся,дли'лась,дли'лось,дли'лись
договориться,договори'ться,договор,иться,perfective,договариваться,и-conj,договорю'сь,договори'шься,договори'тся,договори'мся,договори'тесь,договоря'тся,договори'сь,договори'тесь,договори'лся,договори'лась,договори'лось,договори'лись
домыть,домы'ть,дом,ыть,perfective,домывать,е-conj,*домо'ю,*домо'ешь,*домо'ет,*домо'ем,*домо'ете,*домо'ют,*домо'й,*домо'йте,домы'л,домы'ла,домы'ло,домы'ли
душить,души'ть,душ,ить,imperfective,задушить;надушить,и-conj,душу',~ду'шишь,~ду'шит,~ду'шим,~ду'шите,~ду'шат,души',души'те,души'л,души'ла,души'ло,души'ли
ездить,е'здить,езд,ить,imperfective,поездить;е'хать,и-conj,*е'зжу,е'здишь,е'здит,е'здим,е'здите,е'здят,*е'зди,*е'здите,е'здил,е'здила,е'здило,е'здили
жалить,жа'лить,жал,ить,imperfective,ужалить,и-conj,жа'лю,жа'лишь,жа'лит,жа'лим,жа'лите,жа'лят,жа'ль,жа'льте,жа'лил,жа'лила,жа'лило,жа'лили
жениться,жени'ться,жен,иться,imperfective,пожени'ться,и-conj,женю'сь,~же'нишься,~же'нится,~же'нимся,~же'нитесь,~же'нятся,жени'сь,жени'тесь,жени'лся,жени'лась,жени'лось,жени'лись
жить,жи'ть,ж,ить,imperfective,пожи'ть,*е-conj,*живу',*живёшь,*живёт,*живём,*живёте,*живу'т,*живи',*живи'те,жи'л,~жила',~жило',жи'ли
заботиться,забо'титься,забот,иться,imperfective,позаботиться,и-conj,*забо'чусь,забо'тишься,забо'тится,забо'тимся,забо'титесь,забо'тятся,забо'ться,забо'тьтесь,забо'тился,забо'тилась,забо'тилось,забо'тились
забыть,забы'ть,заб,ыть,perfective,забывать,е-conj,*забу'ду,*забу'дешь,*забу'дет,*забу'дем,*забу'дете,*забу'дут,*забу'дь,*забу'дьте,забы'л,забы'ла,забы'ло,забы'ли
загорать,загора'ть,загор,ать,imperfective,загореть,е-conj,загора'ю,загора'ешь,загора'ет,загора'ем,загора'ете,загора'ют,загора'й,загора'йте,загора'л,загора'ла,загора'ло,загора'ли
задать,зада'ть,зад,ать,perfective,задавать,unknown,*зада'м,*зада'шь,*зада'ст,*задади'м,*задади'те,*зададу'т,*зада'й,*зада'йте,~за'дал,~задала',~задало',~за'дали
зайти,зайти',зай,ти,perfective,заходи'ть,е-conj,*зайду',*зайдёшь,*зайдёт,*зайдём,*зайдёте,*зайду'т,*зайди',*зайди'те,*зашёл,*зашла',*зашло',*зашли'
заключить,заключи'ть,заключ,ить,perfective,заключать,и-conj,заключу',заключи'шь,заключи'т,заключи'м,заключи'те,заключа'т,заключи',заключи'те,заключи'л,заключи'ла,заключи'ло,заключи'ли
закрыть,закры'ть,закр,ыть,perfective,закрывать,е-conj,*закро'ю,*закро'ешь,*закро'ет,*закро'ем,*закро'ете,*закро'ют,*закро'й,*закро'йте,закры'л,закры'ла,закры'ло,закры'ли
занимать,занима'ть,заним,ать,imperfective,занять,е-conj,занима'ю,занима'ешь,занима'ет,занима'ем,занима'ете,занима'ют,занима'й,занима'йте,занима'л,занима'ла,занима'ло,занима'ли
заниматься,занима'ться,заним,аться,imperfective,заняться,е-conj,занима'юсь,занима'ешься,занима'ется,занима'емся,занима'етесь,занима'ются,занима'йся,занима'йтесь,занима'лся,занима'лась,занима'лось,занима'лись
запускать,запуска'ть,запуск,ать,imperfective,запустить,е-conj,запуска'ю,запуска'ешь,запуска'ет,запуска'ем,запуска'ете,запуска'ют,запуска'й,запуска'йте,запуска'л,запуска'ла,запуска'ло,запуска'ли
заработать,зарабо'тать,заработ,ать,perfective,зарабатывать,е-conj,зарабо'таю,зарабо'таешь,зарабо'тает,зарабо'таем,зарабо'таете,зарабо'тают,зарабо'тай,зарабо'тайте,зарабо'тал,зарабо'тала,зарабо'тало,зарабо'тали
заявить,заяви'ть,заяв,ить,perfective,заявлять,и-conj,заявлю',~зая'вишь,~зая'вит,~зая'вим,~зая'вите,~зая'вят,заяви',заяви'те,заяви'л,заяви'ла,заяви'ло,заяви'ли
здравствовать,здра'вствовать,здравствов,ать,imperfective,,е-conj,здра'вствую,здра'вствуешь,здра'вствует,здра'вствуем,здра'вствуете,здра'вствуют,здра'вствуй,здра'вствуйте,здра'вствовал,здра'вствовала,здра'вствовало,здра'вствовали
значить,зна'чить,знач,ить,imperfective,,и-conj,зна'чу,зна'чишь,зна'чит,зна'чим,зна'чите,зна'чат,зна'чь,зна'чьте,зна'чил,зна'чила,зна'чило,зна'чили
звать,зва'ть,зв,ать,imperfective,позвать,е-conj,*зову',*зовёшь,*зовёт,*зовём,*зовёте,*зову'т,*зови',*зови'те,зва'л,~звала',~звало',зва'ли
играть,игра'ть,игр,ать,imperfective,сыгра'ть,е-conj,игра'ю,игра'ешь,игра'ет,игра'ем,игра'ете,игра'ют,игра'й,игра'йте,игра'л,игра'ла,игра'ло,игра'ли
идти,идти',ид,ти,imperfective,пойти',е-conj,иду',идёшь,идёт,идём,идёте,иду'т,*иди',*иди'те,*шёл,*шла',*шло',*шли'
извинить,извини'ть,извин,ить,perfective,извинять,и-conj,извиню',извини'шь,извини'т,извини'м,извини'те,извиня'т,извини',извини'те,извини'л,извини'ла,извини'ло,извини'ли
измерить,изме'рить,измер,ить,perfective,измерять,и-conj,изме'рю,изме'ришь,изме'рит,изме'рим,изме'рите,изме'рят,изме'рь,изме'рьте,изме'рил,изме'рила,изме'рило,изме'рили
изучать,изуча'ть,изуч,ать,imperfective,изучить,е-conj,изуча'ю,изуча'ешь,изуча'ет,изуча'ем,изуча'ете,изуча'ют,изуча'й,изуча'йте,изуча'л,изуча'ла,изуча'ло,изуча'ли
иметь,име'ть,им,еть,imperfective,заиме'ть,е-conj,име'ю,име'ешь,име'ет,име'ем,име'ете,име'ют,име'й,име'йте,име'л,име'ла,име'ло,име'ли
интересоваться,интересова'ться,интересов,аться,imperfective,"заинтересоваться,поинтересоваться",е-conj,~интересу'юсь,~интересу'ешься,*интересу'ется,*интересу'емся,~интересу'етесь,*интересу'ются,*интересу'йся,~интересу'йтесь,интересова'лся,интересова'лась,интересова'лось,интересова'лись
использовать,испо'льзовать,использов,ать,both,,е-conj,испо'льзую,испо'льзуешь,испо'льзует,испо'льзуем,испо'льзуете,испо'льзуют,испо'льзуй,испо'льзуйте,испо'льзовал,испо'льзовала,испо'льзовало,испо'льзовали
искать,иска'ть,иск,ать,imperfective,поискать,е-conj,*ищу',*и'щешь,*и'щет,*и'щем,*и'щете,*и'щут,*ищи',*ищи'те,иска'л,иска'ла,иска'ло,иска'ли
какать,ка'кать,как,ать,imperfective,испражня'ться,е-conj,ка'каю,ка'каешь,*ка'кают,ка'каем,ка'каете,ка'кают,ка'кай,ка'кайте,ка'кал,ка'кала,ка'кало,ка'кали
кататься,ката'ться,кат,аться,imperfective,покататься,е-conj,ката'юсь,ката'ешься,ката'ется,ката'емся,ката'етесь,ката'ются,ката'йся,ката'йтесь,ката'лся,ката'лась,ката'лось,ката'лись
курить,кури'ть,кур,ить,imperfective,покурить,и-conj,курю',~ку'ришь,~ку'рит,~ку'рим,~ку'рите,~ку'рят,кури',кури'те,кури'л,кури'ла,кури'ло,кури'ли
кутить,кути'ть,кут,ить,imperfective,"кутнуть,покутить",и-conj,*кучу',кути'шь,кути'т,кути'м,кути'те,кутя'т,кути',кути'те,кути'л,кути'ла,кути'ло,кути'ли
лежать,лежа'ть,леж,ать,imperfective,полежа'ть,*и-conj,лежу',лежи'шь,лежи'т,лежи'м,лежи'те,лежа'т,лежи',лежи'те,лежа'л,лежа'ла,лежа'ло,лежа'ли
летать,лета'ть,лет,ать,imperfective,полетать,е-conj,лета'ю,лета'ешь,лета'ет,лета'ем,лета'ете,лета'ют,лета'й,лета'йте,лета'л,лета'ла,лета'ло,лета'ли
лететь,лете'ть,лет,еть,imperfective,полететь,*и-conj,*лечу',лети'шь,лети'т,лети'м,лети'те,летя'т,лети',лети'те,лете'л,лете'ла,лете'ло,лете'ли
любить,люби'ть,люб,ить,imperfective,полюбить,и-conj,люблю',~лю'бишь,~лю'бит,~лю'бим,~лю'бите,~лю'бят,люби',люби'те,люби'л,люби'ла,люби'ло,люби'ли
материть,матери'ть,матер,ить,imperfective,обматерить,и-conj,матерю',матери'шь,матери'т,матери'м,матери'те,матеря'т,матери',матери'те,матери'л,матери'ла,матери'ло,матери'ли
махать,маха'ть,мах,ать,imperfective,"махнуть,помахать",е-conj,*машу',*ма'шешь,*ма'шет,*ма'шем,*ма'шете,*ма'шут,*маши',*маши'те,маха'л,маха'ла,маха'ло,маха'ли
меняться,меня'ться,мен,яться,imperfective,поменяться,е-conj,меня'юсь,меня'ешься,меня'ется,меня'емся,меня'етесь,меня'ются,меня'йся,меня'йтесь,меня'лся,меня'лась,меня'лось,меня'лись
мечтать,мечта'ть,мечт,ать,imperfective,помечтать,е-conj,мечта'ю,мечта'ешь,мечта'ет,мечта'ем,мечта'ете,мечта'ют,мечта'й,мечта'йте,мечта'л,мечта'ла,мечта'ло,мечта'ли
мочь,мо'чь,мо,чь,imperfective,смочь,е-conj,*могу',*мо'жешь,*мо'жет,*мо'жем,*мо'жете,*мо'гут,*моги',*моги'те,*мо'г,*могла',*могло',*могли'
молиться,моли'ться,мол,иться,imperfective,помолиться,и-conj,молю'сь,~мо'лишься,~мо'лится,~мо'лимся,~мо'литесь,~мо'лятся,моли'сь,моли'тесь,моли'лся,моли'лась,моли'лось,моли'лись
морить,мори'ть,мор,ить,imperfective,заморить;умори'ть,и-conj,морю',мори'шь,мори'т,мори'м,мори'те,моря'т,мори',мори'те,мори'л,мори'ла,мори'ло,мори'ли
мыться,мы'ться,м,ыться,imperfective,"помыться,умыться,вымыться",е-conj,*мо'юсь,*мо'ешься,*мо'ется,*мо'емся,*мо'етесь,*мо'ются,*мо'йся,*мо'йтесь,мы'лся,мы'лась,мы'лось,мы'лись
наблюдаться,наблюда'ться,наблюд,аться,imperfective,понаблюдаться,е-conj,наблюда'юсь,наблюда'ешься,наблюда'ется,наблюда'емся,наблюда'етесь,наблюда'ются,наблюда'йся,наблюда'йтесь,наблюда'лся,наблюда'лась,наблюда'лось,наблюда'лись
нажать,нажа'ть,наж,ать,perfective,нажимать,е-conj,*нажму',*нажмёшь,*нажмёт,*нажмём,*нажмёте,*нажму'т,*нажми',*нажми'те,нажа'л,нажа'ла,нажа'ло,нажа'ли
называться,называ'ться,назыв,аться,imperfective,назваться,е-conj,называ'юсь,называ'ешься,называ'ется,называ'емся,называ'етесь,называ'ются,называ'йся,называ'йтесь,называ'лся,называ'лась,называ'лось,называ'лись
найти,найти',най,ти,perfective,находить,е-conj,*найду',*найдёшь,*найдёт,*найдём,*найдёте,*найду'т,*найди',*найди'те,*нашёл,*нашла',*нашло',*нашли'
напечатать,напеча'тать,напечат,ать,perfective,печатать,е-conj,напеча'таю,напеча'таешь,напеча'тает,напеча'таем,напеча'таете,напеча'тают,напеча'тай,напеча'тайте,напеча'тал,напеча'тала,напеча'тало,напеча'тали
находиться,находи'ться,наход,иться,imperfective,найтись,и-conj,*нахожу'сь,~нахо'дишься,~нахо'дится,~нахо'димся,~нахо'дитесь,~нахо'дятся,находи'сь,находи'тесь,находи'лся,находи'лась,находи'лось,находи'лись
начать,нача'ть,нач,ать,perfective,начинать,е-conj,*начну',*начнёшь,*начнёт,*начнём,*начнёте,*начну'т,*начни',*начни'те,~на'чал,~начала',~на'чало,~на'чали
начинаться,начина'ться,начин,аться,imperfective,начаться,е-conj,начина'юсь,начина'ешься,начина'ется,начина'емся,начина'етесь,начина'ются,начина'йся,начина'йтесь,начина'лся,начина'лась,начина'лось,начина'лись
нашить,наши'ть,наш,ить,perfective,нашивать,*е-conj,*нашью',*нашьёшь,*нашьёт,*нашьём,*нашьёте,*нашью'т,*наше'й,*наше'йте,наши'л,наши'ла,наши'ло,наши'ли
объяснять,объясня'ть,объясн,ять,imperfective,объяснить,е-conj,объясня'ю,объясня'ешь,объясня'ет,объясня'ем,объясня'ете,объясня'ют,объясня'й,объясня'йте,объясня'л,объясня'ла,объясня'ло,объясня'ли
оказаться,оказа'ться,оказ,аться,perfective,оказываться,е-conj,*окажу'сь,*ока'жешься,*ока'жется,*ока'жемся,*ока'жетесь,*ока'жутся,*окажи'сь,*окажи'тесь,оказа'лся,оказа'лась,оказа'лось,оказа'лись
окончить,око'нчить,оконч,ить,perfective,оканчивать,и-conj,око'нчу,око'нчишь,око'нчит,око'нчим,око'нчите,око'нчат,*око'нчи,*око'нчите,око'нчил,око'нчила,око'нчило,око'нчили
опаздывать,опа'здывать,опаздыв,ать,imperfective,опозда'ть,е-conj,опа'здываю,опа'здываешь,опа'здывает,опа'здываем,опа'здываете,опа'здывают,опа'здывай,опа'здывайте,опа'здывал,опа'здывала,опа'здывало,опа'здывали
описывать,опи'сывать,описыв,ать,imperfective,описать,е-conj,опи'сываю,опи'сываешь,опи'сывает,опи'сываем,опи'сываете,опи'сывают,опи'сывай,опи'сывайте,опи'сывал,опи'сывала,опи'сывало,опи'сывали
опоздать,опозда'ть,опозд,ать,perfective,опаздывать,е-conj,опозда'ю,опозда'ешь,опозда'ет,опозда'ем,опозда'ете,опозда'ют,опозда'й,опозда'йте,опозда'л,опозда'ла,опозда'ло,опозда'ли
организовать,организова'ть,организов,ать,perfective,организовывать,е-conj,организу'ю,организу'ешь,организу'ет,организу'ем,организу'ете,организу'ют,организу'й,организу'йте,организова'л,организова'ла,организова'ло,организова'ли
осенить,осени'ть,осен,ить,perfective,осенять,и-conj,осеню',осени'шь,осени'т,осени'м,осени'те,осеня'т,осени',осени'те,осени'л,осени'ла,осени'ло,осени'ли
остаться,оста'ться,ост,аться,perfective,оставаться,е-conj,*оста'нусь,*оста'нешься,*оста'нется,*оста'немся,*оста'нетесь,*оста'нутся,*оста'нься,*оста'ньтесь,оста'лся,оста'лась,оста'лось,оста'лись
остановиться,останови'ться,останов,иться,perfective,останавливаться,и-conj,остановлю'сь,~остано'вишься,~остано'вится,~остано'вимся,~остано'витесь,~остано'вятся,останови'сь,останови'тесь,останови'лся,останови'лась,останови'лось,останови'лись
открыть,откры'ть,откр,ыть,perfective,открывать,е-conj,*откро'ю,*откро'ешь,*откро'ет,*откро'ем,*откро'ете,*откро'ют,*откро'й,*откро'йте,откры'л,откры'ла,откры'ло,откры'ли
отличаться,отлича'ться,отлич,аться,imperfective,отличиться,е-conj,отлича'юсь,отлича'ешься,отлича'ется,отлича'емся,отлича'етесь,отлича'ются,отлича'йся,отлича'йтесь,отлича'лся,отлича'лась,отлича'лось,отлича'лись
отойти,отойти',отой,ти,perfective,отходить,е-conj,*отойду',*отойдёшь,*отойдёт,*отойдём,*отойдёте,*отойду'т,*отойди',*отойди'те,*отошёл,*отошла',*отошло',*отошли'
отрезать,отре'зать,отрез,ать,perfective,отрезать,е-conj,*отре'жу,*отре'жешь,*отре'жет,*отре'жем,*отре'жете,*отре'жут,*отре'жь,*отре'жьте,отре'зал,отре'зала,отре'зало,отре'зали
петь,пе'ть,п,еть,imperfective,спеть;пропеть,е-conj,*пою',*поёшь,*поёт,*поём,*поёте,*пою'т,*по'й,*по'йте,~пел,пе'ла,пе'ло,пе'ли
переводить,переводи'ть,перевод,ить,imperfective,перевести,и-conj,*перевожу',~перево'дишь,~перево'дит,~перево'дим,~перево'дите,~перево'дят,переводи',переводи'те,переводи'л,переводи'ла,переводи'ло,переводи'ли
передать,переда'ть,перед,ать,perfective,передавать,unknown,*переда'м,*переда'шь,*переда'ст,*передади'м,*передади'те,*передаду'т,*переда'й,*переда'йте,переда'л,~передала',~передало',переда'ли
передумать,переду'мать,передум,ать,perfective,передумывать,е-conj,переду'маю,переду'маешь,переду'мает,переду'маем,переду'маете,переду'мают,переду'май,переду'майте,переду'мал,переду'мала,переду'мало,переду'мали
переехать,перее'хать,переех,ать,perfective,переезжать,е-conj,*перее'ду,*перее'дешь,*перее'дет,*перее'дем,*перее'дете,*перее'дут,*переезжа'й,*переезжа'йте,перее'хал,перее'хала,перее'хало,перее'хали
